date,codigo,qty,ship_country
2022-06-25,BS001900,3,UK
2022-06-25,BS001875,5,UK
2022-06-25,BS001898,5,UK
2022-06-25,BS001892,1,UK
2022-06-25,BS001895,1,UK
2022-06-25,BS001899,5,UK
2022-06-25,BS001873,3,UK
2022-06-25,BS001889,2,UK
2022-06-25,BS001877,2,UK
2022-06-25,BS001886,4,UK
2022-06-25,BS001895,1,UK
2022-06-25,BS001875,2,UK
2022-06-25,BS001884,3,UK
2022-06-25,BS001893,3,UK
2022-06-25,BS001890,3,UK
2022-06-25,BS001901,1,UK
2022-06-25,BS001876,2,UK
2022-06-25,BS001892,2,UK
2022-06-25,BS001894,3,UK
2022-06-25,BS001875,5,UK
2022-06-25,BS001891,2,UK
2022-06-25,BS001892,1,UK
2022-06-25,BS001894,4,UK
2022-06-25,BS001886,1,UK
2022-06-25,BS001891,4,UK
2022-06-25,BS001880,2,UK
2022-06-25,BS001892,1,UK
2022-06-25,BS001897,5,UK
2022-06-25,BS001876,1,UK
2022-06-25,BS001873,3,UK
2022-06-25,BS001884,5,UK
2022-06-25,BS001892,4,UK
2022-06-25,BS001882,1,UK
2022-06-25,BS001891,4,UK
2022-06-25,BS001883,2,UK
2022-06-25,BS001878,2,UK
2022-06-25,BS001891,4,UK
2022-06-25,BS001876,4,UK
2022-06-25,BS001893,1,UK
2022-06-25,BS001875,2,UK
2022-06-25,BS001884,2,UK
2022-06-25,BS001893,1,UK
2022-06-25,BS001873,1,UK
2022-06-25,BS001882,2,UK
2022-06-25,BS001891,5,UK
2022-06-25,BS001900,5,UK
2022-06-25,BS001897,4,UK
2022-06-25,BS001894,5,UK
2022-06-25,BS001880,1,UK
2022-06-25,BS001893,4,UK
2022-06-25,BS001878,3,UK
2022-06-25,BS001882,4,UK
2022-06-25,BS001896,2,UK
2022-06-25,BS001878,4,UK
2022-06-25,BS001897,1,UK
2022-06-25,BS001887,4,UK
2022-06-25,BS001883,1,UK
2022-06-25,BS001885,1,UK
2022-06-25,BS001890,4,UK
2022-06-25,BS001886,2,UK
2022-06-25,BS001895,3,UK
2022-06-25,BS001897,2,UK
2022-06-25,BS001889,2,UK
2022-06-25,BS001877,4,UK
2022-06-25,BS001876,3,UK
2022-06-25,BS001897,2,UK
2022-06-25,BS001887,1,UK
2022-06-25,BS001879,2,UK
2022-06-25,BS001890,3,UK
2022-06-25,BS001880,2,UK
2022-06-25,BS001873,2,UK
2022-06-25,BS001882,3,UK
2022-06-25,BS001891,1,UK
2022-06-25,BS001900,3,UK
2022-06-25,BS001880,3,UK
2022-06-25,BS001889,3,UK
2022-06-25,BS001898,1,UK
2022-06-25,BS001891,5,UK
2022-06-25,BS001895,5,UK
2022-06-25,BS001885,1,UK
2022-06-25,BS001895,3,UK
2022-06-25,BS001879,2,UK
2022-06-25,BS001888,2,UK
2022-06-25,BS001897,5,UK
2022-06-25,BS001877,4,UK
2022-06-25,BS001886,5,UK
2022-06-25,BS001889,1,US
2022-06-25,BS001898,3,US
2022-06-25,BS001891,5,US
2022-06-25,BS001895,5,US
2022-06-25,BS001885,3,US
2022-06-25,BS001895,1,US
2022-06-25,BS001883,2,US
2022-06-25,BS001886,1,US
2022-06-25,BS001891,2,US
2022-06-25,BS001900,3,US
2022-06-25,BS001880,4,US
2022-06-25,BS001878,4,US
2022-06-25,BS001895,2,US
2022-06-25,BS001899,2,US
2022-06-25,BS001885,5,US
2022-06-25,BS001882,4,US
2022-06-25,BS001881,2,US
2022-06-25,BS001878,2,US
2022-06-25,BS001901,3,US
2022-06-25,BS001880,2,US
2022-06-25,BS001874,4,US
2022-06-25,BS001873,4,US
2022-06-25,BS001890,2,US
2022-06-25,BS001885,1,US
2022-06-25,BS001875,5,US
2022-06-25,BS001900,4,US
2022-06-25,BS001888,3,US
2022-06-25,BS001880,2,US
2022-06-25,BS001889,3,US
2022-06-25,BS001898,1,US
2022-06-25,BS001878,2,US
2022-06-25,BS001887,5,US
2022-06-25,BS001896,2,US
2022-06-25,BS001898,3,US
2022-06-25,BS001893,1,US
2022-06-25,BS001899,4,US
2022-06-25,BS001881,2,US
2022-06-25,BS001876,2,US
2022-06-25,BS001897,2,US
2022-06-25,BS001881,2,US
2022-06-25,BS001877,2,US
2022-06-25,BS001892,3,US
2022-06-25,BS001875,1,US
2022-06-25,BS001873,1,US
2022-06-25,BS001890,1,US
2022-06-25,BS001901,1,US
2022-06-24,BS001874,4,AU
2022-06-24,BS001874,3,US
2022-06-24,BS001881,5,AU
2022-06-24,BS001893,4,US
2022-06-24,BS001885,5,AU
2022-06-24,BS001873,4,US
2022-06-24,BS001882,4,AU
2022-06-24,BS001881,1,US
2022-06-24,BS001898,4,AU
2022-06-24,BS001895,2,US
2022-06-24,BS001874,2,AU
2022-06-24,BS001877,4,US
2022-06-24,BS001887,3,AU
2022-06-24,BS001901,1,US
2022-06-24,BS001874,2,AU
2022-06-24,BS001900,3,US
2022-06-24,BS001883,2,AU
2022-06-24,BS001884,5,US
2022-06-24,BS001892,1,AU
2022-06-24,BS001882,5,US
2022-06-24,BS001901,3,AU
2022-06-24,BS001878,5,US
2022-06-24,BS001881,5,AU
2022-06-24,BS001877,4,US
2022-06-24,BS001890,2,AU
2022-06-24,BS001879,2,US
2022-06-24,BS001899,3,AU
2022-06-24,BS001888,1,US
2022-06-24,BS001887,4,AU
2022-06-24,BS001897,5,US
2022-06-24,BS001878,3,AU
2022-06-24,BS001877,4,US
2022-06-24,BS001886,1,AU
2022-06-24,BS001886,4,US
2022-06-24,BS001900,5,AU
2022-06-24,BS001895,4,US
2022-06-24,BS001888,1,AU
2022-06-24,BS001888,3,US
2022-06-24,BS001873,2,AU
2022-06-24,BS001892,5,US
2022-06-24,BS001894,2,AU
2022-06-24,BS001874,2,US
2022-06-24,BS001881,3,AU
2022-06-24,BS001889,5,US
2022-06-24,BS001877,4,AU
2022-06-24,BS001884,3,US
2022-06-24,BS001884,5,AU
2022-06-24,BS001880,5,US
2022-06-24,BS001881,4,AU
2022-06-24,BS001900,3,US
2022-06-24,BS001898,3,AU
2022-06-24,BS001880,5,US
2022-06-24,BS001880,2,AU
2022-06-24,BS001889,3,US
2022-06-24,BS001889,3,AU
2022-06-24,BS001900,4,US
2022-06-24,BS001898,3,AU
2022-06-24,BS001897,4,US
2022-06-24,BS001876,4,AU
2022-06-24,BS001894,4,US
2022-06-24,BS001885,2,AU
2022-06-24,BS001880,3,US
2022-06-24,BS001886,4,AU
2022-06-24,BS001893,1,US
2022-06-24,BS001879,2,AU
2022-06-24,BS001889,3,AU
2022-06-24,BS001880,4,AU
2022-06-24,BS001877,2,AU
2022-06-24,BS001886,3,AU
2022-06-24,BS001886,2,AU
2022-06-24,BS001892,1,AU
2022-06-24,BS001895,1,AU
2022-06-24,BS001894,1,AU
2022-06-24,BS001875,5,AU
2022-06-24,BS001884,3,AU
2022-06-24,BS001887,4,BR
2022-06-24,BS001897,2,AU
2022-06-24,BS001874,2,BR
2022-06-24,BS001881,1,AU
2022-06-24,BS001883,5,BR
2022-06-24,BS001890,2,AU
2022-06-24,BS001892,4,BR
2022-06-24,BS001899,2,AU
2022-06-24,BS001901,1,BR
2022-06-24,BS001879,4,AU
2022-06-24,BS001883,2,DK
2022-06-24,BS001888,5,AU
2022-06-24,BS001876,5,DK
2022-06-24,BS001897,3,AU
2022-06-24,BS001885,3,DK
2022-06-24,BS001900,1,AU
2022-06-24,BS001894,5,DK
2022-06-24,BS001881,4,AU
2022-06-24,BS001874,4,DK
2022-06-24,BS001889,5,AU
2022-06-24,BS001896,3,FR
2022-06-24,BS001899,2,AU
2022-06-24,BS001878,4,FR
2022-06-24,BS001879,4,AU
2022-06-24,BS001887,5,FR
2022-06-24,BS001898,4,AU
2022-06-24,BS001896,3,FR
2022-06-24,BS001878,4,AU
2022-06-24,BS001876,2,FR
2022-06-24,BS001901,3,AU
2022-06-24,BS001888,5,GE
2022-06-24,BS001893,5,AU
2022-06-24,BS001880,1,GE
2022-06-24,BS001890,5,AU
2022-06-24,BS001889,4,GE
2022-06-24,BS001901,5,AU
2022-06-24,BS001898,1,GE
2022-06-24,BS001876,3,AU
2022-06-24,BS001878,3,GE
2022-06-24,BS001892,4,AU
2022-06-24,BS001880,4,JP
2022-06-24,BS001894,2,AU
2022-06-24,BS001873,4,JP
2022-06-24,BS001878,1,BR
2022-06-24,BS001882,4,JP
2022-06-24,BS001882,3,BR
2022-06-24,BS001891,2,JP
2022-06-24,BS001896,3,BR
2022-06-24,BS001900,1,JP
2022-06-24,BS001878,3,BR
2022-06-24,BS001877,3,PT
2022-06-24,BS001897,2,BR
2022-06-24,BS001879,5,PT
2022-06-24,BS001887,4,BR
2022-06-24,BS001888,4,PT
2022-06-24,BS001883,4,BR
2022-06-24,BS001897,3,PT
2022-06-24,BS001885,5,BR
2022-06-24,BS001877,1,PT
2022-06-24,BS001890,2,BR
2022-06-24,BS001897,2,UK
2022-06-24,BS001886,3,BR
2022-06-24,BS001881,5,UK
2022-06-24,BS001895,4,BR
2022-06-24,BS001890,3,UK
2022-06-24,BS001897,4,BR
2022-06-24,BS001899,4,UK
2022-06-24,BS001889,2,BR
2022-06-24,BS001893,5,US
2022-06-24,BS001877,3,BR
2022-06-24,BS001875,4,US
2022-06-24,BS001876,4,BR
2022-06-24,BS001884,1,US
2022-06-24,BS001897,3,BR
2022-06-24,BS001893,3,US
2022-06-24,BS001887,3,BR
2022-06-24,BS001873,1,US
2022-06-24,BS001879,3,BR
2022-06-24,BS001886,3,US
2022-06-24,BS001890,3,BR
2022-06-24,BS001892,3,US
2022-06-24,BS001880,5,BR
2022-06-24,BS001894,1,US
2022-06-24,BS001873,5,BR
2022-06-24,BS001884,4,US
2022-06-24,BS001882,2,BR
2022-06-24,BS001897,3,US
2022-06-24,BS001891,4,BR
2022-06-24,BS001881,2,US
2022-06-24,BS001900,2,BR
2022-06-24,BS001890,1,US
2022-06-24,BS001880,5,BR
2022-06-24,BS001899,3,US
2022-06-24,BS001889,5,BR
2022-06-24,BS001879,4,US
2022-06-24,BS001898,5,BR
2022-06-24,BS001888,4,US
2022-06-24,BS001891,2,BR
2022-06-24,BS001897,3,US
2022-06-24,BS001895,4,BR
2022-06-24,BS001900,3,US
2022-06-24,BS001885,2,BR
2022-06-24,BS001881,1,US
2022-06-24,BS001895,2,BR
2022-06-24,BS001889,2,US
2022-06-24,BS001883,5,BR
2022-06-24,BS001899,2,US
2022-06-24,BS001886,1,BR
2022-06-24,BS001879,2,US
2022-06-24,BS001891,5,BR
2022-06-24,BS001898,5,US
2022-06-24,BS001900,3,BR
2022-06-24,BS001878,5,US
2022-06-24,BS001880,3,BR
2022-06-24,BS001901,4,US
2022-06-24,BS001878,5,BR
2022-06-24,BS001890,3,US
2022-06-24,BS001895,1,BR
2022-06-24,BS001900,3,US
2022-06-24,BS001899,3,BR
2022-06-24,BS001889,4,US
2022-06-24,BS001885,5,BR
2022-06-24,BS001901,5,US
2022-06-24,BS001882,1,BR
2022-06-24,BS001879,5,US
2022-06-24,BS001881,4,BR
2022-06-24,BS001878,4,BR
2022-06-24,BS001901,2,BR
2022-06-24,BS001880,4,BR
2022-06-24,BS001874,4,BR
2022-06-24,BS001873,2,BR
2022-06-24,BS001890,3,BR
2022-06-24,BS001885,4,BR
2022-06-24,BS001875,5,BR
2022-06-24,BS001900,2,BR
2022-06-24,BS001888,4,BR
2022-06-24,BS001880,1,BR
2022-06-24,BS001889,5,BR
2022-06-24,BS001898,2,BR
2022-06-24,BS001878,3,BR
2022-06-24,BS001887,2,BR
2022-06-24,BS001896,3,BR
2022-06-24,BS001898,5,BR
2022-06-24,BS001893,4,BR
2022-06-24,BS001899,3,BR
2022-06-24,BS001881,1,BR
2022-06-24,BS001876,2,BR
2022-06-24,BS001897,2,BR
2022-06-24,BS001881,1,BR
2022-06-24,BS001877,3,BR
2022-06-24,BS001892,1,BR
2022-06-24,BS001875,4,BR
2022-06-24,BS001873,5,BR
2022-06-24,BS001890,3,BR
2022-06-24,BS001901,3,BR
2022-06-24,BS001896,5,BR
2022-06-24,BS001878,3,BR
2022-06-24,BS001894,2,BR
2022-06-24,BS001899,4,BR
2022-06-24,BS001896,3,BR
2022-06-24,BS001899,2,BR
2022-06-24,BS001894,1,BR
2022-06-24,BS001893,5,BR
2022-06-24,BS001896,2,BR
2022-06-24,BS001895,1,BR
2022-06-24,BS001886,1,BR
2022-06-24,BS001896,1,BR
2022-06-24,BS001878,2,BR
2022-06-24,BS001887,4,BR
2022-06-24,BS001896,2,BR
2022-06-24,BS001876,1,BR
2022-06-24,BS001885,5,BR
2022-06-24,BS001894,1,BR
2022-06-24,BS001873,4,BR
2022-06-24,BS001883,2,BR
2022-06-24,BS001882,4,BR
2022-06-24,BS001901,5,BR
2022-06-24,BS001877,3,BR
2022-06-24,BS001887,4,BR
2022-06-24,BS001901,2,BR
2022-06-24,BS001890,1,BR
2022-06-24,BS001896,5,BR
2022-06-24,BS001899,5,BR
2022-06-24,BS001887,3,BR
2022-06-24,BS001878,4,BR
2022-06-24,BS001886,4,BR
2022-06-24,BS001900,5,BR
2022-06-24,BS001894,2,DK
2022-06-24,BS001875,3,DK
2022-06-24,BS001891,1,DK
2022-06-24,BS001892,1,DK
2022-06-24,BS001894,1,DK
2022-06-24,BS001886,5,DK
2022-06-24,BS001891,5,DK
2022-06-24,BS001880,1,DK
2022-06-24,BS001892,4,DK
2022-06-24,BS001897,2,DK
2022-06-24,BS001876,3,DK
2022-06-24,BS001873,2,DK
2022-06-24,BS001884,1,DK
2022-06-24,BS001892,3,DK
2022-06-24,BS001882,2,DK
2022-06-24,BS001891,2,DK
2022-06-24,BS001883,3,DK
2022-06-24,BS001878,5,DK
2022-06-24,BS001891,4,DK
2022-06-24,BS001876,4,DK
2022-06-24,BS001893,4,DK
2022-06-24,BS001875,5,DK
2022-06-24,BS001884,5,DK
2022-06-24,BS001893,5,DK
2022-06-24,BS001873,1,DK
2022-06-24,BS001882,1,DK
2022-06-24,BS001891,5,DK
2022-06-24,BS001900,3,DK
2022-06-24,BS001897,5,DK
2022-06-24,BS001894,2,DK
2022-06-24,BS001880,4,DK
2022-06-24,BS001893,5,DK
2022-06-24,BS001878,1,DK
2022-06-24,BS001882,3,DK
2022-06-24,BS001896,1,DK
2022-06-24,BS001878,4,DK
2022-06-24,BS001897,4,DK
2022-06-24,BS001887,1,DK
2022-06-24,BS001883,5,DK
2022-06-24,BS001885,3,DK
2022-06-24,BS001890,3,DK
2022-06-24,BS001886,2,DK
2022-06-24,BS001895,1,DK
2022-06-24,BS001897,2,DK
2022-06-24,BS001889,1,DK
2022-06-24,BS001877,4,DK
2022-06-24,BS001876,2,DK
2022-06-24,BS001897,3,DK
2022-06-24,BS001887,3,DK
2022-06-24,BS001879,4,DK
2022-06-24,BS001890,1,DK
2022-06-24,BS001880,3,DK
2022-06-24,BS001873,1,DK
2022-06-24,BS001882,3,DK
2022-06-24,BS001891,3,DK
2022-06-24,BS001900,3,DK
2022-06-24,BS001880,3,DK
2022-06-24,BS001889,4,DK
2022-06-24,BS001898,2,DK
2022-06-24,BS001891,4,DK
2022-06-24,BS001895,5,DK
2022-06-24,BS001885,2,DK
2022-06-24,BS001895,1,DK
2022-06-24,BS001883,5,DK
2022-06-24,BS001886,5,DK
2022-06-24,BS001891,1,DK
2022-06-24,BS001900,5,DK
2022-06-24,BS001880,2,DK
2022-06-24,BS001878,5,DK
2022-06-24,BS001895,3,DK
2022-06-24,BS001899,3,DK
2022-06-24,BS001885,3,DK
2022-06-24,BS001882,3,DK
2022-06-24,BS001881,4,DK
2022-06-24,BS001878,4,DK
2022-06-24,BS001901,4,DK
2022-06-24,BS001880,2,DK
2022-06-24,BS001874,5,DK
2022-06-24,BS001873,4,DK
2022-06-24,BS001890,4,DK
2022-06-24,BS001885,1,DK
2022-06-24,BS001875,3,DK
2022-06-24,BS001900,1,DK
2022-06-24,BS001888,2,DK
2022-06-24,BS001880,1,DK
2022-06-24,BS001889,3,DK
2022-06-24,BS001898,4,DK
2022-06-24,BS001878,1,DK
2022-06-24,BS001887,3,DK
2022-06-24,BS001896,2,DK
2022-06-24,BS001898,5,DK
2022-06-24,BS001893,3,DK
2022-06-24,BS001899,3,DK
2022-06-24,BS001881,5,DK
2022-06-24,BS001876,5,DK
2022-06-24,BS001897,3,DK
2022-06-24,BS001881,3,DK
2022-06-24,BS001877,1,DK
2022-06-24,BS001892,1,DK
2022-06-24,BS001901,2,DK
2022-06-24,BS001884,2,DK
2022-06-24,BS001875,3,DK
2022-06-24,BS001874,3,DK
2022-06-24,BS001896,3,DK
2022-06-24,BS001884,1,FR
2022-06-24,BS001880,5,FR
2022-06-24,BS001900,3,FR
2022-06-24,BS001880,3,FR
2022-06-24,BS001889,5,FR
2022-06-24,BS001896,3,FR
2022-06-24,BS001894,2,FR
2022-06-24,BS001882,3,FR
2022-06-24,BS001900,5,FR
2022-06-24,BS001883,4,FR
2022-06-24,BS001887,3,FR
2022-06-24,BS001879,2,FR
2022-06-24,BS001890,4,FR
2022-06-24,BS001900,5,FR
2022-06-24,BS001875,2,FR
2022-06-24,BS001898,4,FR
2022-06-24,BS001892,4,FR
2022-06-24,BS001895,5,FR
2022-06-24,BS001899,1,FR
2022-06-24,BS001873,2,FR
2022-06-24,BS001889,5,FR
2022-06-24,BS001877,4,FR
2022-06-24,BS001886,3,FR
2022-06-24,BS001895,3,FR
2022-06-24,BS001875,2,FR
2022-06-24,BS001884,1,FR
2022-06-24,BS001893,2,FR
2022-06-24,BS001890,2,FR
2022-06-24,BS001901,2,FR
2022-06-24,BS001876,1,FR
2022-06-24,BS001892,4,FR
2022-06-24,BS001894,3,FR
2022-06-24,BS001875,3,FR
2022-06-24,BS001891,3,FR
2022-06-24,BS001892,4,FR
2022-06-24,BS001894,1,FR
2022-06-24,BS001886,3,FR
2022-06-24,BS001891,4,FR
2022-06-24,BS001880,4,FR
2022-06-24,BS001892,2,FR
2022-06-24,BS001897,4,FR
2022-06-24,BS001876,2,FR
2022-06-24,BS001873,5,FR
2022-06-24,BS001884,3,FR
2022-06-24,BS001892,5,FR
2022-06-24,BS001882,1,FR
2022-06-24,BS001891,3,FR
2022-06-24,BS001883,5,FR
2022-06-24,BS001878,3,FR
2022-06-24,BS001891,5,FR
2022-06-24,BS001876,4,FR
2022-06-24,BS001893,4,FR
2022-06-24,BS001875,1,FR
2022-06-24,BS001884,3,FR
2022-06-24,BS001893,1,FR
2022-06-24,BS001873,3,FR
2022-06-24,BS001882,4,FR
2022-06-24,BS001891,2,FR
2022-06-24,BS001900,5,FR
2022-06-24,BS001897,3,FR
2022-06-24,BS001894,4,FR
2022-06-24,BS001880,3,FR
2022-06-24,BS001893,3,FR
2022-06-24,BS001878,2,FR
2022-06-24,BS001882,5,FR
2022-06-24,BS001896,3,FR
2022-06-24,BS001878,1,FR
2022-06-24,BS001897,1,FR
2022-06-24,BS001887,4,FR
2022-06-24,BS001883,4,FR
2022-06-24,BS001885,2,FR
2022-06-24,BS001890,5,FR
2022-06-24,BS001886,4,FR
2022-06-24,BS001895,3,FR
2022-06-24,BS001897,2,FR
2022-06-24,BS001889,5,FR
2022-06-24,BS001877,2,FR
2022-06-24,BS001876,5,FR
2022-06-24,BS001897,2,FR
2022-06-24,BS001887,5,FR
2022-06-24,BS001879,2,FR
2022-06-24,BS001890,1,FR
2022-06-24,BS001880,2,FR
2022-06-24,BS001873,4,FR
2022-06-24,BS001882,5,FR
2022-06-24,BS001891,5,FR
2022-06-24,BS001900,5,FR
2022-06-24,BS001880,1,FR
2022-06-24,BS001889,3,FR
2022-06-24,BS001898,2,FR
2022-06-24,BS001891,4,FR
2022-06-24,BS001895,1,FR
2022-06-24,BS001885,2,FR
2022-06-24,BS001895,4,FR
2022-06-24,BS001883,1,FR
2022-06-24,BS001886,3,FR
2022-06-24,BS001891,3,FR
2022-06-24,BS001900,3,FR
2022-06-24,BS001894,1,FR
2022-06-24,BS001873,1,FR
2022-06-24,BS001883,5,FR
2022-06-24,BS001882,3,FR
2022-06-24,BS001901,2,FR
2022-06-24,BS001877,1,FR
2022-06-24,BS001879,3,GE
2022-06-24,BS001898,3,GE
2022-06-24,BS001878,5,GE
2022-06-24,BS001901,2,GE
2022-06-24,BS001890,4,GE
2022-06-24,BS001900,3,GE
2022-06-24,BS001889,3,GE
2022-06-24,BS001901,2,GE
2022-06-24,BS001879,4,GE
2022-06-24,BS001874,4,GE
2022-06-24,BS001893,1,GE
2022-06-24,BS001873,4,GE
2022-06-24,BS001881,4,GE
2022-06-24,BS001895,4,GE
2022-06-24,BS001877,4,GE
2022-06-24,BS001901,1,GE
2022-06-24,BS001900,3,GE
2022-06-24,BS001884,2,GE
2022-06-24,BS001882,2,GE
2022-06-24,BS001878,3,GE
2022-06-24,BS001877,4,GE
2022-06-24,BS001879,1,GE
2022-06-24,BS001888,4,GE
2022-06-24,BS001897,5,GE
2022-06-24,BS001877,4,GE
2022-06-24,BS001886,3,GE
2022-06-24,BS001895,2,GE
2022-06-24,BS001888,5,GE
2022-06-24,BS001892,4,GE
2022-06-24,BS001874,3,GE
2022-06-24,BS001889,2,GE
2022-06-24,BS001884,3,GE
2022-06-24,BS001880,3,GE
2022-06-24,BS001900,3,GE
2022-06-24,BS001880,3,GE
2022-06-24,BS001889,3,GE
2022-06-24,BS001896,1,GE
2022-06-24,BS001894,1,GE
2022-06-24,BS001882,5,GE
2022-06-24,BS001900,5,GE
2022-06-24,BS001883,1,GE
2022-06-24,BS001887,3,GE
2022-06-24,BS001879,4,GE
2022-06-24,BS001890,1,GE
2022-06-24,BS001900,4,GE
2022-06-24,BS001875,5,GE
2022-06-24,BS001898,2,GE
2022-06-24,BS001892,3,GE
2022-06-24,BS001895,4,GE
2022-06-24,BS001899,4,GE
2022-06-24,BS001873,3,GE
2022-06-24,BS001889,1,GE
2022-06-24,BS001877,2,GE
2022-06-24,BS001886,1,GE
2022-06-24,BS001895,3,GE
2022-06-24,BS001875,1,GE
2022-06-24,BS001884,3,GE
2022-06-24,BS001893,1,GE
2022-06-24,BS001890,2,GE
2022-06-24,BS001901,1,GE
2022-06-24,BS001876,2,GE
2022-06-24,BS001892,2,GE
2022-06-24,BS001894,3,GE
2022-06-24,BS001875,2,GE
2022-06-24,BS001891,2,GE
2022-06-24,BS001892,5,GE
2022-06-24,BS001894,1,GE
2022-06-24,BS001886,2,GE
2022-06-24,BS001891,1,GE
2022-06-24,BS001880,3,GE
2022-06-24,BS001892,4,GE
2022-06-24,BS001897,3,GE
2022-06-24,BS001876,5,GE
2022-06-24,BS001873,4,GE
2022-06-24,BS001884,5,GE
2022-06-24,BS001892,4,GE
2022-06-24,BS001882,3,GE
2022-06-24,BS001891,1,GE
2022-06-24,BS001883,2,GE
2022-06-24,BS001878,5,GE
2022-06-24,BS001891,3,GE
2022-06-24,BS001876,3,GE
2022-06-24,BS001893,5,GE
2022-06-24,BS001875,5,GE
2022-06-24,BS001884,5,GE
2022-06-24,BS001893,5,GE
2022-06-24,BS001873,5,GE
2022-06-24,BS001882,4,GE
2022-06-24,BS001891,3,GE
2022-06-24,BS001900,2,GE
2022-06-24,BS001897,4,GE
2022-06-24,BS001894,3,GE
2022-06-24,BS001880,5,GE
2022-06-24,BS001893,4,GE
2022-06-24,BS001878,5,GE
2022-06-24,BS001882,3,GE
2022-06-24,BS001896,2,GE
2022-06-24,BS001878,1,GE
2022-06-24,BS001896,2,GE
2022-06-24,BS001898,1,GE
2022-06-24,BS001893,5,GE
2022-06-24,BS001899,2,GE
2022-06-24,BS001881,3,GE
2022-06-24,BS001876,4,GE
2022-06-24,BS001888,3,JP
2022-06-24,BS001873,1,JP
2022-06-24,BS001894,4,JP
2022-06-24,BS001881,2,JP
2022-06-24,BS001877,5,JP
2022-06-24,BS001884,3,JP
2022-06-24,BS001881,2,JP
2022-06-24,BS001898,3,JP
2022-06-24,BS001880,1,JP
2022-06-24,BS001889,5,JP
2022-06-24,BS001898,5,JP
2022-06-24,BS001876,3,JP
2022-06-24,BS001885,1,JP
2022-06-24,BS001886,2,JP
2022-06-24,BS001879,1,JP
2022-06-24,BS001880,4,JP
2022-06-24,BS001886,5,JP
2022-06-24,BS001892,1,JP
2022-06-24,BS001894,2,JP
2022-06-24,BS001884,1,JP
2022-06-24,BS001897,4,JP
2022-06-24,BS001881,1,JP
2022-06-24,BS001890,1,JP
2022-06-24,BS001899,2,JP
2022-06-24,BS001879,3,JP
2022-06-24,BS001888,1,JP
2022-06-24,BS001897,4,JP
2022-06-24,BS001900,4,JP
2022-06-24,BS001881,2,JP
2022-06-24,BS001889,5,JP
2022-06-24,BS001899,1,JP
2022-06-24,BS001879,1,JP
2022-06-24,BS001898,3,JP
2022-06-24,BS001878,3,JP
2022-06-24,BS001901,3,JP
2022-06-24,BS001890,2,JP
2022-06-24,BS001900,2,JP
2022-06-24,BS001889,2,JP
2022-06-24,BS001901,3,JP
2022-06-24,BS001879,1,JP
2022-06-24,BS001874,2,JP
2022-06-24,BS001893,1,JP
2022-06-24,BS001873,3,JP
2022-06-24,BS001881,2,JP
2022-06-24,BS001895,4,JP
2022-06-24,BS001877,1,JP
2022-06-24,BS001901,5,JP
2022-06-24,BS001900,5,JP
2022-06-24,BS001884,1,JP
2022-06-24,BS001882,3,JP
2022-06-24,BS001878,2,JP
2022-06-24,BS001877,4,JP
2022-06-24,BS001879,3,JP
2022-06-24,BS001888,2,JP
2022-06-24,BS001897,1,JP
2022-06-24,BS001877,5,JP
2022-06-24,BS001886,3,JP
2022-06-24,BS001895,2,JP
2022-06-24,BS001888,5,JP
2022-06-24,BS001892,2,JP
2022-06-24,BS001874,2,JP
2022-06-24,BS001889,3,JP
2022-06-24,BS001884,2,JP
2022-06-24,BS001880,2,JP
2022-06-24,BS001900,2,JP
2022-06-24,BS001880,5,JP
2022-06-24,BS001889,2,JP
2022-06-24,BS001896,3,JP
2022-06-24,BS001894,2,JP
2022-06-24,BS001882,3,JP
2022-06-24,BS001900,4,JP
2022-06-24,BS001883,3,JP
2022-06-24,BS001887,1,JP
2022-06-24,BS001879,2,JP
2022-06-24,BS001890,4,JP
2022-06-24,BS001900,5,JP
2022-06-24,BS001875,2,JP
2022-06-24,BS001898,2,JP
2022-06-24,BS001892,5,JP
2022-06-24,BS001895,3,JP
2022-06-24,BS001899,3,JP
2022-06-24,BS001873,5,JP
2022-06-24,BS001889,4,JP
2022-06-24,BS001877,2,JP
2022-06-24,BS001886,5,JP
2022-06-24,BS001895,5,JP
2022-06-24,BS001875,3,JP
2022-06-24,BS001884,5,JP
2022-06-24,BS001893,3,JP
2022-06-24,BS001890,5,JP
2022-06-24,BS001901,3,JP
2022-06-24,BS001876,3,JP
2022-06-24,BS001892,2,JP
2022-06-24,BS001894,1,JP
2022-06-24,BS001875,5,JP
2022-06-24,BS001891,2,JP
2022-06-24,BS001892,2,JP
2022-06-24,BS001894,1,JP
2022-06-24,BS001898,3,JP
2022-06-24,BS001891,2,JP
2022-06-24,BS001895,1,JP
2022-06-24,BS001885,3,JP
2022-06-24,BS001895,2,JP
2022-06-24,BS001876,2,PT
2022-06-24,BS001897,2,PT
2022-06-24,BS001881,1,PT
2022-06-24,BS001877,5,PT
2022-06-24,BS001892,5,PT
2022-06-24,BS001875,2,PT
2022-06-24,BS001873,5,PT
2022-06-24,BS001890,1,PT
2022-06-24,BS001901,2,PT
2022-06-24,BS001896,3,PT
2022-06-24,BS001878,2,PT
2022-06-24,BS001894,5,PT
2022-06-24,BS001899,4,PT
2022-06-24,BS001896,3,PT
2022-06-24,BS001899,4,PT
2022-06-24,BS001894,3,PT
2022-06-24,BS001893,4,PT
2022-06-24,BS001896,3,PT
2022-06-24,BS001895,5,PT
2022-06-24,BS001886,3,PT
